number,value,datetime_start,datetime_complete,duration,params_C,params_epsilon,user_attrs_cv_scores,user_attrs_cv_std,user_attrs_params,state,kernel,params_gamma_mode,params_gamma_type,params_gamma_value,params_coef0,params_degree,params_gamma_value 
32,-0.6757039570518301,2025-09-22 02:19:51.813743,2025-09-22 02:19:51.817276,0 days 00:00:00.003533,0.14767202025222073,0.00642131492808065,"[-0.7648983301251366, -1.2838427342648782, 0.20479106622698362, -1.7701903469067477, 0.23562055981062857]",0.7976807290099373,"{'kernel': 'sigmoid', 'C': 0.14767202025222073, 'coef0': 5.160503545191868, 'gamma': 3.7759996257663144, 'epsilon': 0.00642131492808065}",COMPLETE,sigmoid,,manual,,5.160503545191868,,3.7759996257663144
33,-0.10717297101828467,2025-09-22 02:19:51.817474,2025-09-22 02:19:51.820769,0 days 00:00:00.003295,0.04644125095646543,0.01570567245400287,"[-0.0252687135018812, -0.0026646707890665144, -0.004705387803917382, -0.23520375829081486, -0.2680223247057434]",0.1186543677217186,"{'kernel': 'sigmoid', 'C': 0.04644125095646543, 'coef0': 6.172354964335863, 'gamma': 0.5589756593773246, 'epsilon': 0.01570567245400287}",COMPLETE,sigmoid,,manual,,6.172354964335863,,0.5589756593773246
34,0.06901310234496352,2025-09-22 02:19:51.821030,2025-09-22 02:19:51.824792,0 days 00:00:00.003762,0.006605192346084908,0.001870855966503792,"[0.1285755099454442, 0.1397244134605199, 0.19332751956671845, -0.03140164071867679, -0.08516029052918817]",0.10756802493575476,"{'kernel': 'sigmoid', 'C': 0.006605192346084908, 'coef0': 6.989624726174098, 'gamma': 9.940077745933083, 'epsilon': 0.001870855966503792}",COMPLETE,sigmoid,,manual,,6.989624726174098,,9.940077745933083
35,-0.01046516553794985,2025-09-22 02:19:51.825029,2025-09-22 02:19:51.828322,0 days 00:00:00.003293,0.015471682624775843,0.0004614016776586619,"[0.07554287315266317, 0.13426276817702432, 0.08749973932923649, -0.21513032342299399, -0.13450088492567924]",0.13799519313265257,"{'kernel': 'sigmoid', 'C': 0.015471682624775843, 'coef0': 4.209204794933052, 'gamma': 1.246517464025365, 'epsilon': 0.0004614016776586619}",COMPLETE,sigmoid,,manual,,4.209204794933052,,1.246517464025365
36,-0.10587136036656597,2025-09-22 02:19:51.828593,2025-09-22 02:19:51.831708,0 days 00:00:00.003115,0.25781097595268326,0.0005097630778977126,"[-0.026260901561977246, -0.003745255066492703, -0.003934237759709136, -0.22712113236625875, -0.268295275078392]",0.11682617752926452,"{'kernel': 'sigmoid', 'C': 0.25781097595268326, 'coef0': 5.102334584425519, 'gamma': 'scale', 'epsilon': 0.0005097630778977126}",COMPLETE,sigmoid,scale,auto,,5.102334584425519,,
37,-0.10755531594263293,2025-09-22 02:19:51.831912,2025-09-22 02:19:51.835618,0 days 00:00:00.003706,724.7560470100289,0.005716401182698693,"[-0.027970224998936644, -0.005981615460327605, -0.0049347488740136836, -0.22819008255982864, -0.27069990782005804]",0.11691953548599768,"{'kernel': 'sigmoid', 'C': 724.7560470100289, 'coef0': 7.607978762125947, 'gamma': 7.528913256273429e-05, 'epsilon': 0.005716401182698693}",COMPLETE,sigmoid,,manual,,7.607978762125947,,7.528913256273429e-05
38,-0.12063211503232134,2025-09-22 02:19:51.835854,2025-09-22 02:19:51.839367,0 days 00:00:00.003513,0.0021494184554636834,0.11930178567438283,"[-0.048696017423122795, -0.004502598651235923, -0.0103966386444303, -0.24292042866494068, -0.296644891777877]",0.12389322515569678,"{'kernel': 'sigmoid', 'C': 0.0021494184554636834, 'coef0': 6.142502974604047, 'gamma': 0.0043473557573453555, 'epsilon': 0.11930178567438283}",COMPLETE,sigmoid,,manual,,6.142502974604047,,0.0043473557573453555
39,0.12590694531451335,2025-09-22 02:19:51.839580,2025-09-22 02:19:51.843310,0 days 00:00:00.003730,0.9343840583765564,0.015816436737273676,"[0.12450868914236912, 0.24173598566395416, 0.294469238756044, -0.2972675243588594, 0.2660883373690588]",0.2193440324880321,"{'kernel': 'sigmoid', 'C': 0.9343840583765564, 'coef0': 2.680755937621261, 'gamma': 'auto', 'epsilon': 0.015816436737273676}",COMPLETE,sigmoid,auto,auto,,2.680755937621261,,
40,-440.7391127405114,2025-09-22 02:19:51.843531,2025-09-22 02:19:51.847020,0 days 00:00:00.003489,2.499984665013835,0.0014447623662470416,"[-626.1743149634968, -520.0577114374668, -197.60408916522604, -699.2008594086113, -160.6585887277562]",221.37744620158003,"{'kernel': 'sigmoid', 'C': 2.499984665013835, 'coef0': 6.764943032000157, 'gamma': 3.8520306507294086, 'epsilon': 0.0014447623662470416}",COMPLETE,sigmoid,,manual,,6.764943032000157,,3.8520306507294086
41,0.0787726412049244,2025-09-22 02:19:51.847212,2025-09-22 02:19:51.850684,0 days 00:00:00.003472,0.007089225189110164,0.010166639192002405,"[0.14012843415525977, 0.15144216328483673, 0.2091596851951809, -0.012932090973856836, -0.09393498563679858]",0.11338770328539705,"{'kernel': 'sigmoid', 'C': 0.007089225189110164, 'coef0': 5.858071398207338, 'gamma': 8.65091989504148, 'epsilon': 0.010166639192002405}",COMPLETE,sigmoid,,manual,,5.858071398207338,,8.65091989504148
42,0.15193975336104043,2025-09-22 02:19:51.850880,2025-09-22 02:19:51.854308,0 days 00:00:00.003428,0.01208435362507756,0.007765921988674504,"[0.20720913550827225, 0.23270034292994757, 0.2590738734600494, 0.06898259288805342, -0.008267177981120533]",0.10354018393228388,"{'kernel': 'sigmoid', 'C': 0.01208435362507756, 'coef0': 5.123400929593189, 'gamma': 4.0503629002764745, 'epsilon': 0.007765921988674504}",COMPLETE,sigmoid,,manual,,5.123400929593189,,4.0503629002764745
43,0.2670480096739297,2025-09-22 02:19:51.854498,2025-09-22 02:19:51.858294,0 days 00:00:00.003796,0.017360028692857014,0.037510700659487084,"[0.30238592531011255, 0.3387303671504972, 0.39467346001909476, 0.2044476427067028, 0.09500265318324097]",0.10601301322493784,"{'kernel': 'sigmoid', 'C': 0.017360028692857014, 'coef0': 3.5394888613762054, 'gamma': 3.367720723265394, 'epsilon': 0.037510700659487084}",COMPLETE,sigmoid,,manual,,3.5394888613762054,,3.367720723265394
44,0.22636362336258972,2025-09-22 02:19:51.858519,2025-09-22 02:19:51.861844,0 days 00:00:00.003325,0.025601786384706195,0.031203336238694725,"[0.23301887047545455, 0.3473741103501674, 0.32832952959733097, 0.1610338727574716, 0.062061733632523985]",0.10615833796021268,"{'kernel': 'sigmoid', 'C': 0.025601786384706195, 'coef0': 3.484568001432158, 'gamma': 1.7153904925760886, 'epsilon': 0.031203336238694725}",COMPLETE,sigmoid,,manual,,3.484568001432158,,1.7153904925760886
45,-0.09751697500675158,2025-09-22 02:19:51.862041,2025-09-22 02:19:51.865437,0 days 00:00:00.003396,0.06484709452827801,0.03678482334638995,"[-0.011876545295557372, 0.01636363220162107, 0.004048737692562976, -0.23381718894028736, -0.26230351069209723]",0.12357266733132426,"{'kernel': 'sigmoid', 'C': 0.06484709452827801, 'coef0': 3.1943090593389654, 'gamma': 'scale', 'epsilon': 0.03678482334638995}",COMPLETE,sigmoid,scale,auto,,3.1943090593389654,,
46,-0.04688815169578555,2025-09-22 02:19:51.865672,2025-09-22 02:19:51.869303,0 days 00:00:00.003631,0.02451249486980536,0.050297308511213175,"[0.03789081312851583, 0.08150647867948757, 0.04980974868348498, -0.19166579292210595, -0.2119820060483102]",0.12746739509982324,"{'kernel': 'sigmoid', 'C': 0.02451249486980536, 'coef0': 1.8669959414961363, 'gamma': 0.26198267542041553, 'epsilon': 0.050297308511213175}",COMPLETE,sigmoid,,manual,,1.8669959414961363,,0.26198267542041553
47,-0.07946257238077734,2025-09-22 02:19:51.869497,2025-09-22 02:19:51.873011,0 days 00:00:00.003514,0.003996579187111395,0.17490976299663813,"[0.012556793137755373, 0.049635993294438796, 0.027692906297265285, -0.19756210510520011, -0.28963644952814604]",0.1376494519897817,"{'kernel': 'sigmoid', 'C': 0.003996579187111395, 'coef0': 3.7449662508164465, 'gamma': 1.4903250245630053, 'epsilon': 0.17490976299663813}",COMPLETE,sigmoid,,manual,,3.7449662508164465,,1.4903250245630053
48,0.13472669034839918,2025-09-22 02:19:51.873321,2025-09-22 02:19:51.877180,0 days 00:00:00.003859,0.1315767697301764,0.02687662125346199,"[0.05209643279286447, 0.16683082787658576, 0.4992164065019157, 0.3605082436537068, -0.40501845908307677]",0.31080969239698997,"{'kernel': 'sigmoid', 'C': 0.1315767697301764, 'coef0': 1.7581292784908276, 'gamma': 0.6485726280678193, 'epsilon': 0.02687662125346199}",COMPLETE,sigmoid,,manual,,1.7581292784908276,,0.6485726280678193
49,0.05200117193620355,2025-09-22 02:19:51.877369,2025-09-22 02:19:51.880729,0 days 00:00:00.003360,0.0482060512286458,0.021119073467642743,"[0.12502779004336473, 0.16360065674360025, 0.140065725271051, -0.07751469052804971, -0.0911736218489485]",0.11208575085245394,"{'kernel': 'sigmoid', 'C': 0.0482060512286458, 'coef0': 0.3685958152415272, 'gamma': 0.0486410725681938, 'epsilon': 0.021119073467642743}",COMPLETE,sigmoid,,manual,,0.3685958152415272,,0.0486410725681938
